PedidoID,CategoriaID,CategoriaNome,CategoriaDescrição,ClienteID,ClienteNome,ClienteContato,ClienteCidade,ClientePaísID,ClientePaís,Vendas Custo,Margem Bruta,Vendas,Desconto,Frete,Qtde,Data,VendedorID,ProdutoID,ProdutoNome,TransportadoraID,FornecedorID
10885,1,Men´s Clothes,Fashion for Men,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,7.789.824,1.042.176,883.2,0,48.54,30,17/06/2012,4,70,US-Master Jeans,1,7
10846,1,Men´s Clothes,Fashion for Men,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,8.421.118,803.882,922.5,0,57.51,30,27/11/2011,4,70,US-Master Jeans,1,7
10885,2,Womens wear,Fashion for Women,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,3.018.645,403.855,342.25,0,48.54,25,17/06/2012,4,77,Skirt,1,12
10846,2,Womens wear,Fashion for Women,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,4.182.268,559.532,474.18,0,57.51,21,27/11/2011,4,4,Oyaki Kimono,1,2
10252,3,Sportwear,Sports…,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,150.696,31.304,182,0,23.2,40,13/02/2012,5,60,Game Over T-Shirt,1,28
11035,3,Sportwear,Sports…,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,328.986,44.014,373,0,38.64,10,25/08/2012,5,54,Patamonia Fleece Jacket,1,25
10252,3,Sportwear,Sports…,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,489.348,131.202,620.55,29.55,23.2,25,13/02/2012,5,33,Car Boots,1,15
10252,3,Sportwear,Sports…,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,25.148.016,6.742.584,3189.06,151.86,23.2,40,13/02/2012,5,20,Tennis Suit,1,8
11035,4,Bath Clothes,Beachwear,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,3.233.412,432.588,366.6,0,38.64,60,25/08/2012,5,35,LA. Shorts,1,16
10767,5,Ladies´Footwear,Ladies Shoes,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,21.627,5.073,26.7,0,78.21,2,10/10/2011,4,42,Balett Shoes,1,20
11035,5,Ladies´Footwear,Ladies Shoes,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,383.087,16.513,399.6,0,38.64,30,25/08/2012,5,42,Balett Shoes,1,20
10846,7,Children´s wear,3-15 Years,76,Belgium Black Jeans,Cheril Cow,Charleroi,BEL,Belgium,5.484.276,733.724,621.8,0,57.51,20,27/11/2011,4,74,Nikee Running Shoes,1,4
10326,1,Men´s Clothes,Fashion for Men,8,Las Corbatas,Julio Iglesias,Madrid,ESP,Spain,350.784,55.216,406,0,65.69,50,15/08/2011,5,75,Bow tie,1,12
10326,2,Womens wear,Fashion for Women,8,Las Corbatas,Julio Iglesias,Madrid,ESP,Spain,4.114.022,647.578,476.16,0,65.69,24,15/08/2011,5,4,Oyaki Kimono,1,2
10326,5,Ladies´Footwear,Ladies Shoes,8,Las Corbatas,Julio Iglesias,Madrid,ESP,Spain,2.480.026,390.374,287.04,0,65.69,16,15/08/2011,5,57,Burned Rubber Shoes,1,26
10970,5,Ladies´Footwear,Ladies Shoes,8,Las Corbatas,Julio Iglesias,Madrid,ESP,Spain,26.893.944,9.696.456,3659.04,609.84,50.83,40,28/01/2012,4,52,Small Crocodile Boots,1,24
10801,6,Men´s Footwear,Men Shoes,8,Las Corbatas,Julio Iglesias,Madrid,ESP,Spain,808.056,438.944,1247,249.4,74.91,40,03/11/2012,4,17,TieBreak Tennis shoes,1,7
10801,6,Men´s Footwear,Men Shoes,8,Las Corbatas,Julio Iglesias,Madrid,ESP,Spain,2.137.428,1.161.072,3298.5,659.7,74.91,20,03/11/2012,4,29,Davenport,1,12
11078,1,Men´s Clothes,Fashion for Men,22,La Camisas Cansadas,Filemón,Madrid,ESP,Spain,166.698,31.752,198.45,9.45,50,10,04/12/2011,4,2,Mr X Trousers,1,1
11078,2,Womens wear,Fashion for Women,22,La Camisas Cansadas,Filemón,Madrid,ESP,Spain,429.975,81.9,511.875,24.375,50,25,04/12/2011,4,3,Chantell Shirt,1,1
11082,2,Womens wear,Fashion for Women,22,La Camisas Cansadas,Filemón,Madrid,ESP,Spain,6.035.085,128.639,7.321.475,478.975,23.89,35,02/02/2012,4,3,Chantell Shirt,1,1
10682,1,Men´s Clothes,Fashion for Men,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,200.475,47.025,247.5,0,54.83,30,31/07/2011,3,75,Bow tie,2,12
10856,1,Men´s Clothes,Fashion for Men,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,3.631.499,276.501,390.8,0,39.03,20,03/12/2011,9,2,Mr X Trousers,2,1
10365,1,Men´s Clothes,Fashion for Men,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,6.112.973,962.227,707.52,0,35.04,24,03/10/2009,2,11,Desperado Jeans,2,5
10535,1,Men´s Clothes,Fashion for Men,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,1146.15,410.35,1556.5,141.5,47.43,50,19/09/2010,9,11,Desperado Jeans,2,5
10682,2,Womens wear,Fashion for Women,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,600.696,140.904,74.16,0,54.83,4,31/07/2011,3,66,Langoste Shirt,2,2
10573,2,Womens wear,Fashion for Women,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,13.286.025,3.116.475,1640.25,0,52.32,25,24/04/2011,9,53,Jumpin Jack Flash Dress,2,24
10535,3,Sportwear,Sports…,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,93.069,33.321,126.39,11.49,47.43,15,19/09/2010,9,59,Rasta WCT,2,28
10677,3,Sportwear,Sports…,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,1.717.848,721.072,243.892,31.812,62.67,8,28/07/2011,9,33,Car Boots,2,15
10682,3,Sportwear,Sports…,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,618.921,145.179,764.1,0,54.83,30,31/07/2011,3,33,Car Boots,2,15
10677,3,Sportwear,Sports…,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,815.994,342.516,1158.51,151.11,62.67,30,28/07/2011,9,26,Bike Helmet,2,11
10507,4,Bath Clothes,Beachwear,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,1.417.122,551.103,1.968.225,256.725,37.11,15,20/10/2012,3,43,Summer Shorts,2,20
10573,4,Bath Clothes,Beachwear,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,239.112,56.088,295.2,0,52.32,40,24/04/2011,9,34,Baywatch Bikkini,2,16
10535,5,Ladies´Footwear,Ladies Shoes,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,82.539,29.551,112.09,10.19,47.43,5,19/09/2010,9,57,Burned Rubber Shoes,2,26
10856,5,Ladies´Footwear,Ladies Shoes,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,236.376,31.624,268,0,39.03,20,03/12/2011,9,42,Balett Shoes,2,20
10573,6,Men´s Footwear,Men Shoes,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,3.553.146,833.454,438.66,0,52.32,18,24/04/2011,9,17,TieBreak Tennis shoes,2,7
10507,6,Men´s Footwear,Men Shoes,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,396.819,1.543.185,5.511.375,718.875,37.11,15,20/10/2012,3,48,Root Boot,2,22
10535,8,Babywear,0-3 Years,3,La Ropa Vieja,Sancho Panza,México D.F.,MEX,Mexico,157.14,56.26,213.4,19.4,47.43,10,19/09/2010,9,40,Duck Trousers,2,19
10474,1,Men´s Clothes,Fashion for Men,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,631.764,131.236,76.3,0,29.44,10,18/03/2011,8,75,Bow tie,2,12
11073,1,Men´s Clothes,Fashion for Men,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,81.144,10.856,92,0,25.62,20,14/03/2012,8,24,Samba Socker  Socks,2,10
10354,1,Men´s Clothes,Fashion for Men,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,2.244.672,353.328,259.8,0,25,12,19/03/2012,7,1,Lenin Jeansshorts,2,1
11073,1,Men´s Clothes,Fashion for Men,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,2.617.971,275.029,289.3,0,25.62,10,14/03/2012,8,11,Desperado Jeans,2,5
10502,2,Womens wear,Fashion for Women,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,3.320.114,689.686,400.98,0,75.02,6,16/04/2010,8,53,Jumpin Jack Flash Dress,2,24
10502,2,Womens wear,Fashion for Women,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,15.728.688,3.267.312,1899.6,0,75.02,30,16/04/2010,8,67,X-Dress,2,16
10995,3,Sportwear,Sports…,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,183.809,2.4591,20.84,0,35.77,4,06/02/2012,8,60,Game Over T-Shirt,2,28
10322,5,Ladies´Footwear,Ladies Shoes,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,13.481.856,2.122.144,1560.4,0,24.83,20,09/08/2012,7,52,Small Crocodile Boots,2,24
10502,6,Men´s Footwear,Men Shoes,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,173.88,36.12,210,0,75.02,21,16/04/2010,8,45,Danske Treshoe,2,21
10354,6,Men´s Footwear,Men Shoes,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,450.455,70.905,521.36,0,25,4,19/03/2012,7,29,Davenport,2,12
10995,6,Men´s Footwear,Men Shoes,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,17.690.579,2.267.421,1995.8,0,35.77,20,06/02/2012,8,51,Snake Boots,2,24
10474,7,Children´s wear,3-15 Years,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,2.449.224,508.776,295.8,0,29.44,12,18/03/2011,8,14,Kool Sunglasses,2,6
10474,7,Children´s wear,3-15 Years,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,6.538.385,1.358.215,789.66,0,29.44,18,18/03/2011,8,28,RDL Suit,2,12
10474,8,Babywear,0-3 Years,58,La Moda Pasada,Francisca Font Barceló,México D.F.,MEX,Mexico,3.098.542,643.658,374.22,0,29.44,21,18/03/2011,8,40,Duck Trousers,2,19
10960,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,409.248,170.752,58,11.6,69.03,10,25/07/2012,3,24,Samba Socker  Socks,2,10
10498,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,568.008,11.7992,68.6,0,48.66,14,13/03/2010,3,24,Samba Socker  Socks,2,10
11055,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,594.027,7.9473,67.35,0,54.57,15,03/03/2012,9,24,Samba Socker  Socks,2,10
10486,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,1.174.932,244.068,141.9,0,75.83,5,12/10/2010,9,11,Desperado Jeans,2,5
10552,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,173.988,40.812,214.8,0,46.85,30,04/09/2010,3,75,Bow tie,2,12
10490,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,223.56,46.44,270,0,56.23,36,04/02/2012,9,75,Bow tie,2,12
10476,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,259.727,53.953,313.68,0,60.61,12,21/01/2010,3,70,US-Master Jeans,2,7
10613,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,276.048,64.752,340.8,0,65.88,40,03/06/2011,9,75,Bow tie,2,12
10863,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,365.148,110.952,476.1,62.1,52.24,20,07/06/2012,9,1,Lenin Jeansshorts,2,1
10641,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,752.49,176.51,929,0,38.27,50,27/06/2011,9,2,Mr X Trousers,2,1
10901,1,Men´s Clothes,Fashion for Men,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,8.115.282,1.085.718,920.1,0,21.92,30,28/06/2012,3,71,Atles Lussekofta,2,15
10257,2,Womens wear,Fashion for Women,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,1.594.728,331.272,192.6,0,33.98,15,21/05/2011,9,77,Skirt,2,12
10257,2,Womens wear,Fashion for Women,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,2.727.112,563.288,329.04,0,33.98,6,21/05/2011,9,39,Terence Top,2,18
10796,2,Womens wear,Fashion for Women,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,578.259,135.641,713.9,0,67.39,10,30/04/2012,3,44,Okkaba Skin Jackets,2,20
10395,2,Womens wear,Fashion for Women,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,38.462.256,12.634.944,5109.72,464.52,51.87,70,01/11/2010,3,53,Jumpin Jack Flash Dress,2,24
10395,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,12.3869,2.5731,14.96,0,51.87,8,01/11/2010,3,69,Racing Truck  Socks,2,15
10552,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,279.936,6.5664,34.56,0,46.85,18,04/09/2010,3,69,Racing Truck  Socks,2,15
10796,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,410.184,197.496,60.768,10.128,67.39,24,30/04/2012,3,69,Racing Truck  Socks,2,15
10476,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,623.318,167.122,79.044,3.764,60.61,2,21/01/2010,3,55,Feiss Fleece Trousers,2,25
11055,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,1.669.626,223.374,189.3,0,54.57,15,03/03/2012,9,25,Basket Vest,2,11
10601,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,245.511,57.589,303.1,0,44.73,35,21/05/2011,3,59,Rasta WCT,2,28
10490,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,3.416.847,570.153,398.7,0,56.23,30,04/02/2012,9,68,Cap,2,8
10490,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,4.334.823,849.177,518.4,0,56.23,60,04/02/2012,9,59,Rasta WCT,2,28
10796,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,505.036,205.352,710.388,118.398,67.39,21,30/04/2012,3,26,Bike Helmet,2,11
10257,3,Sportwear,Sports…,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,891.963,185.287,1077.25,0,33.98,25,21/05/2011,9,27,Tracksuit,2,11
10705,4,Bath Clothes,Beachwear,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,691.053,9.6147,78.72,0,53.85,4,20/03/2011,9,32,Rossi Bikkini,2,14
10705,4,Bath Clothes,Beachwear,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,148.23,34.77,183,0,53.85,20,20/03/2011,9,31,Rossi Bermuda Shorts,2,14
10957,4,Bath Clothes,Beachwear,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,2.095.632,280.368,237.6,0,48.63,40,23/03/2012,3,35,LA. Shorts,2,16
10957,5,Ladies´Footwear,Ladies Shoes,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,2.461.838,329.362,279.12,0,48.63,8,23/03/2012,3,64,WFS shoes,2,12
11055,5,Ladies´Footwear,Ladies Shoes,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,3.416.868,457.132,387.4,0,54.57,20,03/03/2012,9,57,Burned Rubber Shoes,2,26
10498,5,Ladies´Footwear,Ladies Shoes,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,375.084,77.916,453,0,48.66,30,13/03/2010,3,42,Balett Shoes,2,20
10796,5,Ladies´Footwear,Ladies Shoes,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,10.288.215,4.953.585,1524.18,254.03,67.39,35,30/04/2012,3,64,WFS shoes,2,12
11055,6,Men´s Footwear,Men Shoes,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,17.124.912,2.291.088,1941.6,0,54.57,20,03/03/2012,9,51,Snake Boots,2,24
10486,6,Men´s Footwear,Men Shoes,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,2.004.795,416.455,2421.25,0,75.83,25,12/10/2010,9,51,Snake Boots,2,24
10486,7,Children´s wear,3-15 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,3.641.875,756.525,439.84,0,75.83,16,12/10/2010,9,74,Nikee Running Shoes,2,4
10976,7,Children´s wear,3-15 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,7.468.776,999.224,846.8,0,76.17,20,29/01/2012,9,28,RDL Suit,2,12
10498,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,74.52,15.48,90,0,48.66,5,13/03/2010,3,40,Duck Trousers,2,19
10613,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,177.552,63.568,241.12,21.92,65.88,8,03/06/2011,9,13,Aino Shoes,2,6
10960,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,2.027.894,271.306,229.92,0,69.03,24,25/07/2012,3,41,Duck Shirt,2,19
10901,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,2.360.232,315.768,267.6,0,21.92,30,28/06/2012,3,41,Duck Shirt,2,19
10395,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,2.693.981,884.979,357.896,32.536,51.87,28,01/11/2010,3,46,Rodbye Troje,2,21
10863,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,4.981.247,1.191.493,617.274,80.514,52.24,12,07/06/2012,9,58,Ga-Ga Dress,2,27
10957,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,7.392.924,989.076,838.2,0,48.63,30,23/03/2012,3,30,Baby Dark Lounge Suit,2,13
10641,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,961.794,225.606,1187.4,0,38.27,60,27/06/2011,9,40,Duck Trousers,2,19
10601,8,Babywear,0-3 Years,35,El Zapato Rojo,Nicolas Balines,San Cristóbal,VEN,Venezuela,1151.82,270.18,1422,0,44.73,60,21/05/2011,3,13,Aino Shoes,2,6
10296,1,Men´s Clothes,Fashion for Men,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,2.759.962,434.438,319.44,0,22.4,12,13/05/2009,2,11,Desperado Jeans,2,5
10823,1,Men´s Clothes,Fashion for Men,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,491.022,175.798,666.82,60.62,53.04,20,14/11/2011,9,11,Desperado Jeans,2,5
10780,1,Men´s Clothes,Fashion for Men,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,814.779,191.121,1005.9,0,23.35,35,21/10/2011,3,70,US-Master Jeans,2,7
10283,2,Womens wear,Fashion for Women,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,1.128.384,177.616,130.6,0,66.34,20,21/06/2012,2,15,Sumi Underwear,2,6
10780,2,Womens wear,Fashion for Women,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,1.510.245,354.255,186.45,0,23.35,15,21/10/2011,3,77,Skirt,2,12
10823,2,Womens wear,Fashion for Women,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,1.734.453,428.697,216.315,19.665,53.04,15,14/11/2011,9,77,Skirt,2,12
10899,2,Womens wear,Fashion for Women,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,4.534.891,1.377.949,591.284,77.124,25.47,8,25/06/2012,3,39,Terence Top,2,18
10296,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,244.944,3.8556,28.35,0,22.4,15,13/05/2009,2,69,Racing Truck  Socks,2,15
10357,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,353.201,11.336,46.656,7.776,65.97,8,25/04/2009,2,60,Game Over T-Shirt,2,28
10283,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,1.427.674,224.726,165.24,0,66.34,18,21/06/2012,2,19,Squash Shorts,2,8
10283,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,1.566.432,246.568,181.3,0,66.34,35,21/06/2012,2,60,Game Over T-Shirt,2,28
10296,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,2.426.112,381.888,280.8,0,22.4,30,13/05/2009,2,16,Wimbledon T-Shirt,2,7
10823,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,3.143.448,776.952,392.04,35.64,53.04,40,14/11/2011,9,59,Rasta WCT,2,28
10461,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,3.265.632,1.664.368,493,98.6,29.04,40,04/10/2010,9,21,Basket Shoes,2,8
10499,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,394.542,81.958,476.5,0,38.53,25,14/04/2010,9,49,Finnish Sport Blades,2,23
10357,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,4.069.786,640.614,471.04,0,65.97,16,25/04/2009,2,26,Bike Helmet,2,11
11065,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,6.648.516,2.773.984,942.25,188.45,64.04,20,06/10/2012,3,54,Patamonia Fleece Jacket,2,25
10330,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,1.414.368,468.182,1882.55,245.55,30.44,50,21/10/2011,3,26,Bike Helmet,2,11
10461,3,Sportwear,Sports…,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,17.507.232,8.922.768,2643,528.6,29.04,60,04/10/2010,9,55,Feiss Fleece Trousers,2,25
10283,4,Bath Clothes,Beachwear,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,302.227,4.7573,34.98,0,66.34,3,21/06/2012,2,72,Rossi Shorts,2,14
10330,4,Bath Clothes,Beachwear,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,2.466.153,650.347,311.65,40.65,30.44,25,21/10/2011,3,72,Rossi Shorts,2,14
10543,4,Bath Clothes,Beachwear,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,252.72,106.08,358.8,46.8,23.11,30,25/02/2010,3,12,Tiny Winy Hot Bikini,2,5
10997,4,Bath Clothes,Beachwear,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,896.553,119.947,1016.5,0,21.62,50,08/10/2012,9,32,Rossi Bikkini,2,14
10823,5,Ladies´Footwear,Ladies Shoes,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,252.963,59.337,312.3,0,53.04,15,14/11/2011,9,57,Burned Rubber Shoes,2,26
10543,5,Ladies´Footwear,Ladies Shoes,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,544.32,228.48,772.8,100.8,23.11,70,25/02/2010,3,23,DSW,2,9
10997,5,Ladies´Footwear,Ladies Shoes,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,13.295.268,5.547.232,1884.25,376.85,21.62,20,08/10/2012,9,52,Small Crocodile Boots,2,24
10381,7,Children´s wear,3-15 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,3.545.993,736.607,428.26,0,45.81,14,28/10/2009,2,74,Nikee Running Shoes,2,4
11071,7,Children´s wear,3-15 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,562.275,107.1,669.375,31.875,27.5,15,19/09/2012,9,7,Conserve Shoes,2,3
10499,7,Children´s wear,3-15 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,7.721.489,1.006.511,872.8,0,38.53,20,14/04/2010,9,28,RDL Suit,2,12
11065,8,Babywear,0-3 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,942.484,287.516,123,24.6,64.04,4,06/10/2012,3,30,Baby Dark Lounge Suit,2,13
10357,8,Babywear,0-3 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,1.687.392,656.208,234.36,39.06,65.97,30,25/04/2009,2,10,Sapporoo Gloves,2,4
10997,8,Babywear,0-3 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,2.226.168,928.832,315.5,63.1,21.62,20,08/10/2012,9,46,Rodbye Troje,2,21
11071,8,Babywear,0-3 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,2.299.374,437.976,273.735,13.035,27.5,10,19/09/2012,9,13,Aino Shoes,2,6
10461,8,Babywear,0-3 Years,46,Los Vatos Locos,Tony Montana,Barquisimeto,VEN,Venezuela,6.326.914,3.224.586,955.15,191.03,29.04,28,04/10/2010,9,30,Baby Dark Lounge Suit,2,13
10394,3,Sportwear,Sports…,36,Pulp Toxedos,Marcellus Wallace,Elgin,USA,USA,2.208.276,458.724,266.7,0,31.84,10,31/10/2010,1,62,Sheat Shoes,3,29
10394,8,Babywear,0-3 Years,36,Pulp Toxedos,Marcellus Wallace,Elgin,USA,USA,2.238.912,465.088,270.4,0,31.84,10,31/10/2010,1,13,Aino Shoes,3,6
10259,3,Sportwear,Sports…,13,Los Sombreros Gigantes,Speedy Gonzales,México D.F.,MEX,Mexico,876.096,137.904,101.4,0,30.11,10,24/05/2010,3,21,Basket Shoes,2,8
10259,8,Babywear,0-3 Years,13,Los Sombreros Gigantes,Speedy Gonzales,México D.F.,MEX,Mexico,3.7757,5.943,4.37,0,30.11,1,24/05/2010,3,37,Mehmet-Skor,2,17
